CG_ID	MMP1	MMP2	MMH11	MMH12	log2_P_ratio	log2_H_ratio	perc_cis	FBgn_ID	Gene_name	tau	Age_classification	HK_bin	min	class	pvalsPar1.adj	pvalsHyb1.adj
CG13431	61	68	72	57	-0.156725503687453	0.337034987277571	40.5677445417145	FBgn0034521	Mgat1	0.581	Eukaryota	non_HKs	0	non_TS_non_HK	0.751863954426219	0.578295864998168
CG13432	28	47	41	34	-0.747233929620033	0.270089163367744	20.9792288394339	FBgn0028622	qsm	0.62	Diptera	non_HKs	0	TS	0.101271698647271	0.815422505557292
CG1344	84	107	108	83	-0.349149563622387	0.379848070816544	34.2561700889691	FBgn0027507	CG1344	0.197	Bilateria	non_HKs	0	non_TS_non_HK	0.237840613564232	0.34707143116697
CG1345	39	56	42	53	-0.521952703195356	-0.335603031784439	64.2975943471318	FBgn0039580	Gfat2	0.329	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.218838386883471	0.670379529281053
CG13472	129	135	134	130	-0.0655883416275767	0.0437213774293178	28.5702569171992	FBgn0036450	Tdrd3	0.328	Bilateria	non_HKs	0	non_TS_non_HK	0.875247239042233	1
CG1349	130	135	145	120	-0.0544477840223765	0.273018494406416	45.4663476506407	FBgn0039802	dj-1beta	0.262	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.904268216975923	0.467423979852381
CG13492	51	280	156	175	-2.45685767497347	-0.16580889297008	6.74881962675639	FBgn0034662	CG13492	0.787	Diptera	non_HKs	0	TS	1.46072391746343e-37	0.682046656601827
CG13503	82	137	122	97	-0.740480078342443	0.330824495375759	23.5944395325556	FBgn0243516	Vrp1	0.528	Eukaryota	non_HKs	0	non_TS_non_HK	0.00136192996974326	0.400203203183206
CG13506	54	111	78	87	-1.03952836418664	-0.15754127698648	15.1550724745972	FBgn0034723	CG13506	0.422	Pan-drosophilid	non_HKs	0	non_TS_non_HK	7.92916780905023e-05	0.845120556151846
CG13510	26	68	44	50	-1.38702312310925	-0.184424571137427	13.2964309004459	FBgn0034758	CG13510	0.602	Eukaryota	non_HKs	0	non_TS_non_HK	0.000122804667876485	0.89139595350831
CG13521	23	32	24	31	-0.476438043942987	-0.369233809665719	77.498808997273	FBgn0005631	robo1	0.383	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.462209978265552	0.75722168545385
CG13533	151	216	185	182	-0.51648276283839	0.0235868203176158	4.18460966153463	FBgn0034793	asrij	0.441	Bilateria	non_HKs	0	non_TS_non_HK	0.00392528491318213	1
CG1354	596	664	642	618	-0.155870910884763	0.0549664592179285	20.6793330850123	FBgn0030151	CG1354	0.237	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.145797075325525	0.834103780213128
CG13550	58	81	59	80	-0.481869007757053	-0.439285045525521	91.1627513813876	FBgn0034853	Ice1	0.48	Diptera	non_HKs	0	non_TS_non_HK	0.150518368443033	0.363283937179725
CG13551	23	251	34	240	-3.44798159789376	-2.81942775435818	81.7703828837271	FBgn0040660	CG13551	0.281	Bilateria	non_HKs	0	non_TS_non_HK	1.34737385092319e-47	9.67910497008782e-37
CG13567	58	34	37	55	0.770518153877233	-0.57190634789571	29.8750003425322	FBgn0034963	Not11	0.36	Eukaryota	non_HKs	0	non_TS_non_HK	0.0516316922077643	0.331058655846833
CG13570	70	66	64	72	0.0848888975865129	-0.169925001442312	40.0069316122975	FBgn0015544	spag	0.494	Eukaryota	non_HKs	0	non_TS_non_HK	0.899220484630491	0.855325624480577
CG1358	67	108	80	95	-0.688798311705696	-0.247927513443586	35.9942103849868	FBgn0033196	CG1358	0.587	Eukaryota	non_HKs	0	non_TS_non_HK	0.0103819956529538	0.656654144902868
CG13598	56	94	84	66	-0.747233929620033	0.347923303420307	24.1097634282863	FBgn0016754	sba	0.369	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.0103819956529538	0.510357632365146
CG13601	36	60	46	50	-0.736965594166206	-0.120294233717712	16.3229104139944	FBgn0039126	CG13601	0.359	Eukaryota	non_HKs	0	non_TS_non_HK	0.0581973997394347	0.967247218498362
CG13603	156	138	133	161	0.176877762084079	-0.275634442613427	37.8542486779762	FBgn0039135	CG13603	0.361	Bilateria	non_HKs	0	non_TS_non_HK	0.506098971449132	0.421441321151299
CG13605	172	190	159	203	-0.14359085362885	-0.352452961900821	62.7905753166976	FBgn0039150	CG13605	0.373	Eukaryota	non_HKs	0	non_TS_non_HK	0.557198049599357	0.16701897232098
CG13607	100	223	170	153	-1.15704371014558	0.15200309344505	10.403689412213	FBgn0039151	CG13607	0.694	Diptera	non_HKs	0	TS	9.39894151924963e-11	0.721461212018303
CG1362	28	28	32	24	0	0.415037499278844	50	FBgn0013435	Cdc2rk	0.385	Diptera	non_HKs	0	non_TS_non_HK	1	0.706737584231145
CG13623	37	27	34	30	0.454565863465481	0.180572245641821	39.7241104435756	FBgn0039205	CG13623	0.462	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.440299468134144	0.942959312675552
CG13625	53	40	51	42	0.405992359675837	0.280107919192735	68.993396677806	FBgn0039210	CG13625	0.512	Eukaryota	non_HKs	0	non_TS_non_HK	0.381172546487229	0.750437196853319
CG13630	126	144	124	146	-0.192645077942396	-0.235628248493142	84.5723586282817	FBgn0039219	CG13630	0.36	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.485439014648968	0.564112181184469
CG13663	48	39	41	46	0.299560281858908	-0.166009951438929	26.284857481417	FBgn0039291	CG13663	0.391	Bilateria	non_HKs	0	non_TS_non_HK	0.57662262080825	0.923520657421751
CG13671	69	77	58	88	-0.158262083916732	-0.601450623509725	57.5749641362608	FBgn0035867	CG13671	0.369	Bilateria	non_HKs	0	non_TS_non_HK	0.725556342105111	0.128930136602156
CG13688	52	60	67	45	-0.206450877467426	0.574236094128098	42.3814538740188	FBgn0031267	Ipk2	0.378	Eukaryota	non_HKs	0	non_TS_non_HK	0.681440669593267	0.248066469305807
CG13698	46	39	56	29	0.238159737194765	0.949373926930032	57.1709454862601	FBgn0036773	CG13698	0.646	Diptera	non_HKs	0	TS	0.687234309178534	0.0522282110823925
CG1371	355	406	368	393	-0.193660702793132	-0.0948235462015935	48.9637519816728	FBgn0033482	CG1371	0.226	Eukaryota	HK	6.236153	non_TS_HK	0.165723008622403	0.730997358073298
CG13760	42	37	38	41	0.18286405714981	-0.109624491174498	27.2621080159783	FBgn0040375	CG13760	0.518	Eukaryota	non_HKs	0	non_TS_non_HK	0.793464885356171	0.988728973433528
CG13761	71	59	65	65	0.267104070142841	0	0	FBgn0011566	Smyd3	0.48	Eukaryota	non_HKs	0	non_TS_non_HK	0.516970194592705	1
CG13778	97	154	128	123	-0.666873698507774	0.0574854946607603	7.35254655504055	FBgn0031885	Mnn1	0.373	Bilateria	non_HKs	0	non_TS_non_HK	0.00203692898114312	0.980499112626756
CG1381	21	26	21	26	-0.308122295362332	-0.308122295362332	100	FBgn0033485	RpLP0-like	0.291	Eukaryota	non_HKs	0	non_TS_non_HK	0.724651867520916	0.864644853975933
CG13827	29	50	20	59	-0.785875194647153	-1.56071495447448	66.8241657931376	FBgn0039068	CG13827	0.562	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0714401535595904	0.00043410503910226
CG13830	32	72	59	45	-1.16992500144231	0.390789953032167	20.0250561261187	FBgn0039054	Cow	0.737	Bilateria	non_HKs	0	TS	0.000653721365670915	0.564112181184469
CG13849	238	306	241	303	-0.362570079384708	-0.330284647242989	91.0953953518425	FBgn0038964	Nop56	0.268	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0162597292479931	0.0806260207099911
CG13850	126	108	119	115	0.222392421336448	0.0493277123635683	22.1804826203778	FBgn0038961	CG13850	0.327	Bilateria	non_HKs	0	non_TS_non_HK	0.446141569508169	0.997268604751608
CG13852	111	58	71	98	0.936434871222534	-0.464962724610526	24.91280593128	FBgn0038965	mats	0.397	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.000358226086198674	0.244022398341286
CG13867	76	63	64	75	0.270647589943669	-0.228818690495881	31.4188401007341	FBgn0034503	MED8	0.328	Bilateria	non_HKs	0	non_TS_non_HK	0.493685261239479	0.739786499833704
CG13868	353	512	454	411	-0.53647562672882	0.143553903609232	17.430402032397	FBgn0034501	CG13868	0.437	Pan-drosophilid	non_HKs	0	non_TS_non_HK	7.14711044583514e-07	0.488784452678022
CG13890	71	84	78	77	-0.242570303274078	0.0186156781673468	6.65316931764304	FBgn0035169	CG13890	0.385	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.516970194592705	1
CG13900	294	546	404	436	-0.893084796083488	-0.109972842025132	12.3138186326096	FBgn0035162	CG13900	0.338	Eukaryota	non_HKs	0	non_TS_non_HK	6.2423605338029e-17	0.651577696160287
CG13901	31	40	30	41	-0.367731784500487	-0.450661409009565	84.4582050110142	FBgn0035164	CG13901	0.648	Diptera	non_HKs	0	TS	0.524266613896152	0.595242604059311
CG13907	354	470	354	470	-0.408911396482002	-0.408911396482002	100	FBgn0035173	CG13907	0.368	Bilateria	non_HKs	0	non_TS_non_HK	0.00038449303893692	0.00159564611158822
CG1391	99	337	205	231	-1.76724816110225	-0.172268941910611	9.74786369579051	FBgn0003464	sol	0.381	Eukaryota	non_HKs	0	non_TS_non_HK	8.87349917014914e-30	0.590366116571007
CG13912	34	33	41	26	0.0430687218918859	0.657112286476991	51.6940771604009	FBgn0035186	CG13912	0.681	Pan-drosophilid	non_HKs	0	TS	1	0.356493632142308
CG13917	104	356	247	213	-1.77529371282531	0.21365761135884	9.70020632855414	FBgn0035237	CG13917	0.344	Diptera	non_HKs	0	non_TS_non_HK	1.27450911519116e-31	0.440374985724282
CG13928	22	51	38	35	-1.2129937233342	0.118644496498619	8.18078400594446	FBgn0035246	CG13928	0.616	Pan-drosophilid	non_HKs	0	TS	0.00438946298103108	0.98599951500524
CG13929	109	53	106	56	1.04026387021373	0.920565532505595	88.4934639051206	FBgn0035247	metl	0.351	Eukaryota	non_HKs	0	non_TS_non_HK	9.30758481178123e-05	0.00260780188423113
CG13956	81	64	92	53	0.339850002884625	0.795641501493814	63.5784337977603	FBgn0040207	kat80	0.316	Eukaryota	non_HKs	0	non_TS_non_HK	0.341742258615692	0.0225283047341938
CG1399	73	83	91	65	-0.185214872466908	0.485426827170242	41.9894509636726	FBgn0033212	LRR	0.391	Eukaryota	HK	7.008580302	non_TS_HK	0.649965341979171	0.244022398341286
CG1401	140	136	137	139	0.0418201756946269	-0.0209089897629807	24.9993435506021	FBgn0039632	Cul5	0.473	Bilateria	non_HKs	0	non_TS_non_HK	0.94441096197387	1
CG14021	26	35	34	27	-0.428843298803874	0.332575339086871	30.4001069554038	FBgn0031702	fusl	0.653	Pan-drosophilid	non_HKs	0	TS	0.490456516498857	0.776232643591267
CG14025	161	156	184	133	0.0455146592523688	0.468279520555823	52.5540062974976	FBgn0000228	Bsg25D	0.55	Diptera	non_HKs	0	non_TS_non_HK	0.915402610742297	0.0543810191070539
CG14026	169	182	192	159	-0.106915203916512	0.272079545436801	41.7893238320077	FBgn0003716	tkv	0.305	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.692880777314852	0.357642439833818
CG14028	156	148	157	147	0.0759488532332984	0.0949484040552627	83.3261151176997	FBgn0015031	cype	0.26	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.820114427002917	0.89139595350831
CG1403	22	46	35	33	-1.06413033741972	0.0848888975865129	6.87967729073482	FBgn0011710	1-Sep	0.306	Diptera	non_HKs	0	non_TS_non_HK	0.0191396737718263	1
CG14030	69	100	72	97	-0.535331732996556	-0.429987840744815	80.3217545759765	FBgn0031696	Bub1	0.431	Bilateria	non_HKs	0	non_TS_non_HK	0.0640147060343936	0.297606235024863
CG14039	35	86	55	66	-1.29698173775713	-0.263034405833794	20.2805018896148	FBgn0028572	qtc	0.679	Diptera	non_HKs	0	TS	3.23693209806923e-05	0.715178959849964
CG1404	988	834	901	921	0.244463658140014	-0.031674050277797	10.2900715723207	FBgn0020255	Ran	0.221	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0017903754116857	0.917836780734875
CG14040	68	56	63	61	0.280107919192735	0.0465425859370302	16.6159479072084	FBgn0031676	CG14040	0.409	Eukaryota	non_HKs	0	non_TS_non_HK	0.506518915492137	1
CG14043	184	113	150	147	0.703382993641825	0.0291463456595165	4.14373761136999	FBgn0031659	CG14043	0.49	Eukaryota	non_HKs	0	non_TS_non_HK	0.000292776756371676	1
CG14048	96	90	109	77	0.0931094043914815	0.501397784082025	55.1176662952279	FBgn0040389	mRpL14	0.35	Bilateria	non_HKs	0	non_TS_non_HK	0.838844603628848	0.162077421576668
CG1406	37	40	41	36	-0.112474729258412	0.187627003175771	38.4695404385236	FBgn0033210	U2A	0.427	Eukaryota	non_HKs	0	non_TS_non_HK	0.913833842330976	0.91356876057081
CG1407	34	42	39	37	-0.304854581528421	0.0759488532332984	16.6280181248105	FBgn0033474	CG1407	0.354	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.607144793402263	1
CG14073	40	100	68	72	-1.32192809488736	-0.082462160191973	6.23802160729471	FBgn0036814	CG14073	0.37	Diptera	non_HKs	0	non_TS_non_HK	3.72805354500439e-06	0.980499112626756
CG14080	53	82	60	75	-0.629631550054884	-0.321928094887362	51.1296002970785	FBgn0036844	Mkp3	0.273	Bilateria	non_HKs	0	non_TS_non_HK	0.0506833762237753	0.58781728466942
CG1410	35	81	52	64	-1.21056698593966	-0.299560281858908	24.7454527785908	FBgn0024182	waw	0.924	Cellular_Organisms	non_HKs	0	TS	0.000159605846851798	0.672052526572654
CG1412	29	140	77	92	-2.27130202181739	-0.256775415362111	11.3052078893784	FBgn0031118	RhoGAP19D	0.263	Bilateria	HK	3.259889932	non_TS_HK	2.92324076851593e-17	0.649475794301946
CG1416	108	100	97	111	0.111031312388744	-0.194503024162978	38.8976983409752	FBgn0032961	CG1416	0.283	Eukaryota	non_HKs	0	non_TS_non_HK	0.775227647645944	0.717971922694501
CG1417	208	201	207	202	0.0493880269621635	0.0352754747475305	71.4251548751995	FBgn0003423	slgA	0.428	Eukaryota	non_HKs	0	non_TS_non_HK	0.88185707853602	0.997268604751608
CG1418	48	28	34	42	0.777607578663552	-0.304854581528421	21.9744037075754	FBgn0033468	CG1418	0.59	Eukaryota	non_HKs	0	non_TS_non_HK	0.0831067592738046	0.7586374014272
CG14181	43	33	31	45	0.381870635343644	-0.5376567859428	36.8969676774857	FBgn0035965	Use1	0.349	Bilateria	non_HKs	0	non_TS_non_HK	0.486451940437868	0.459271172959214
CG14194	294	237	292	239	0.310929095938105	0.288957750899269	92.9336477911317	FBgn0030996	CG14194	0.401	Bilateria	non_HKs	0	non_TS_non_HK	0.0490152937555367	0.168181132207506
CG1420	70	40	47	63	0.807354922057604	-0.422691071822279	25.5752158400768	FBgn0039626	Slu7	0.419	Eukaryota	non_HKs	0	non_TS_non_HK	0.0210859400084258	0.486329284639089
CG14207	153	203	197	159	-0.407948074492525	0.309168864172021	30.1250259252836	FBgn0031037	CG14207	0.338	Bilateria	non_HKs	0	non_TS_non_HK	0.0328183309089098	0.256006392704819
CG14210	21	38	24	35	-0.855610090664825	-0.54432051622381	63.6178233710244	FBgn0031040	CG14210	0.391	Eukaryota	non_HKs	0	non_TS_non_HK	0.100112125070728	0.549906469670714
CG14211	77	58	70	65	0.408805545567329	0.106915203916512	26.153070836683	FBgn0031044	MKP-4	0.422	Eukaryota	non_HKs	0	non_TS_non_HK	0.252208078819079	0.953132984680424
CG14213	274	315	289	300	-0.201175935426752	-0.053893007995202	26.7889933658712	FBgn0031047	Rcd-1	0.41	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.217428494184077	0.929811283652032
CG14214	297	301	314	284	-0.0193005559589362	0.144873629386945	46.8774158821311	FBgn0031049	Sec61gamma	0.292	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.969980872617196	0.59525747774587
CG14215	45	166	94	117	-1.88318633501725	-0.315775867905767	16.7681690353214	FBgn0031052	CG14215	0.496	Bilateria	non_HKs	0	non_TS_non_HK	3.86971415957701e-16	0.452460170526528
CG14217	194	151	166	179	0.361508102862049	-0.108776345917332	18.7849612533869	FBgn0031030	Tao	0.338	Bilateria	non_HKs	0	non_TS_non_HK	0.0709172389445211	0.834103780213128
CG1422	81	102	77	106	-0.332575339086871	-0.461133913868298	78.1990482741607	FBgn0040087	p115	0.255	Eukaryota	non_HKs	0	non_TS_non_HK	0.279355175545523	0.222368608089011
CG14220	55	62	65	52	-0.172836596862216	0.321928094887362	39.4185059737126	FBgn0031036	CG14220	0.371	Diptera	non_HKs	0	non_TS_non_HK	0.736449733047386	0.634035051484409
CG14222	79	80	65	94	-0.0181473467102594	-0.532221038649183	50.8672196360991	FBgn0031043	NAA20	0.267	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	1	0.178082384486851
CG14224	993	1013	1033	973	-0.0287685512727642	0.0863285440839481	42.8587663038698	FBgn0031057	Ubqn	0.228	Eukaryota	non_HKs	0	non_TS_non_HK	0.807389974602879	0.544213361622588
CG14226	110	405	252	263	-1.88041838424733	-0.0616390657923859	3.27794422287879	FBgn0043903	dome	0.463	Diptera	non_HKs	0	non_TS_non_HK	8.45861961649855e-39	0.917874589070002
CG14228	313	307	297	323	0.027924001562439	-0.121071233893159	44.8301613247703	FBgn0086384	Mer	0.346	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.931072242615476	0.675867648260224
CG14229	40	23	31	32	0.798366138830349	-0.0458036896131248	5.14663511709253	FBgn0031059	CG14229	0.544	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.113775141246351	1
CG14230	96	84	95	85	0.192645077942396	0.160464672193246	83.2954954817106	FBgn0031062	CG14230	0.424	Eukaryota	non_HKs	0	non_TS_non_HK	0.597618826579855	0.823542792212468
CG14231	36	63	42	57	-0.807354922057604	-0.440572591385981	54.5698774292661	FBgn0031060	CG14231	0.397	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.0308781608101454	0.501359479551043
CG14232	132	127	136	123	0.0557094325862875	0.1449483359111	61.8942075511996	FBgn0031061	CG14232	0.598	Bilateria	non_HKs	0	non_TS_non_HK	0.90297340565519	0.789516395532826
CG1424	21	50	20	51	-1.25153876699596	-1.35049724708413	93.1727145415318	FBgn0020272	mst	0.513	Eukaryota	non_HKs	0	non_TS_non_HK	0.00371486141053276	0.00615603958898013
CG1427	44	47	43	48	-0.0951572330403401	-0.158697746019058	71.4088324551922	FBgn0037347	CG1427	0.355	Eukaryota	non_HKs	0	non_TS_non_HK	0.926036791770889	0.926903088676789
CG14270	79	60	57	82	0.396890152568584	-0.524661990453342	36.2783061172673	FBgn0029665	CG14270	0.464	Bilateria	non_HKs	0	non_TS_non_HK	0.260187749595084	0.232666700778951
CG14292	118	141	147	112	-0.256908303036952	0.39231742277876	37.6669390325479	FBgn0038658	CG14292	0.82	Pan-drosophilid	non_HKs	0	TS	0.325272660523043	0.210418040528315
CG14299	42	71	49	64	-0.757429696725922	-0.385290155884792	50.8681079643765	FBgn0038651	CG14299	0.308	Bilateria	non_HKs	0	non_TS_non_HK	0.0292601479661193	0.544213361622588
CG1430	80	94	90	84	-0.232660756790275	0.0995356735509144	23.054962244779	FBgn0010292	bys	0.295	Eukaryota	non_HKs	0	non_TS_non_HK	0.50795271779022	0.941999748915273
CG14322	81	48	68	61	0.754887502163469	0.156725503687453	20.7614383915863	FBgn0038532	CG14322	0.344	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.018322661338982	0.887257995483568
CG1433	20	25	19	26	-0.321928094887362	-0.452512204697507	77.6050531342484	FBgn0019637	Atu	0.388	Eukaryota	non_HKs	0	non_TS_non_HK	0.718050374753387	0.71936574353195
CG1434	79	82	91	70	-0.0537712564409808	0.37851162325373	46.6840391587855	FBgn0030554	CG1434	0.392	Eukaryota	non_HKs	0	non_TS_non_HK	0.956677341504493	0.420325567248551
CG1440	429	473	371	531	-0.14086253583985	-0.51729267418335	57.8806613116199	FBgn0030038	CG1440	0.379	Diptera	non_HKs	0	non_TS_non_HK	0.296846048467756	6.07371466034431e-06
CG14407	77	98	101	74	-0.347923303420307	0.448758117122845	36.0321078262728	FBgn0030584	CG14407	0.39	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.265965924744231	0.255816370321092
CG14408	86	103	87	102	-0.260235772481121	-0.229481846122767	88.1822832944367	FBgn0030581	CG14408	0.397	Bilateria	non_HKs	0	non_TS_non_HK	0.419911249967171	0.673791252989125
CG14411	222	314	235	301	-0.500204882541521	-0.357102730194702	71.3912923800898	FBgn0030582	CG14411	0.433	Bilateria	non_HKs	0	non_TS_non_HK	0.000503963733382619	0.0545275294495932
CG14413	56	60	48	68	-0.0995356735509144	-0.502500340529183	55.4963843288055	FBgn0030572	mRpS25	0.292	Bilateria	non_HKs	0	non_TS_non_HK	0.889401165364137	0.334918615176899
CG1443	28	23	33	18	0.283792966000591	0.874469117916141	59.684806409442	FBgn0039620	wat	0.631	Cellular_Organisms	non_HKs	0	TS	0.733832707877759	0.255436545505898
CG14430	41	27	46	22	0.602664502454615	1.06413033741972	69.7517702706519	FBgn0261284	bou	0.498	Diptera	non_HKs	0	non_TS_non_HK	0.241232388780862	0.0543810191070539
CG14435	58	83	79	62	-0.517058436219353	0.349584437790228	28.7433471028457	FBgn0029911	CG14435	0.388	Eukaryota	non_HKs	0	non_TS_non_HK	0.113652389575643	0.529631847638287
CG14437	171	173	165	179	-0.0167757127508268	-0.117493563018441	53.8439127674856	FBgn0029502	COQ7	0.357	Cellular_Organisms	non_HKs	0	non_TS_non_HK	1	0.812489394930703
CG14438	48	181	110	119	-1.91488338636205	-0.113458049783284	5.92506314438472	FBgn0029899	CG14438	0.314	Pan-drosophilid	non_HKs	0	non_TS_non_HK	6.0946254289249e-18	0.887236842016268
CG1444	496	488	459	525	0.023458972823989	-0.193823269139677	47.1468428188874	FBgn0029975	CG1444	0.309	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.916403352577139	0.222368608089011
CG14441	41	76	52	65	-0.890375508825502	-0.321928094887362	36.1564409281674	FBgn0029895	CG14441	0.487	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.00711754212849984	0.634035051484409
CG14442	221	449	370	300	-1.02266907534972	0.302562770020431	18.5872816607047	FBgn0029893	CG14442	0.369	Bilateria	non_HKs	0	non_TS_non_HK	2.07845945549836e-17	0.07294878548528
CG14446	104	170	146	128	-0.70895121799661	0.189824558880017	17.4374885479047	FBgn0262730	CG14446	0.534	Bilateria	HK	1.420340616	non_TS_HK	0.000496937903119055	0.670379529281053
CG14447	20	44	30	34	-1.13750352374993	-0.180572245641821	15.8744339574914	FBgn0029830	Grip	0.671	Bilateria	non_HKs	0	TS	0.0151012194401132	0.942959312675552
CG14472	195	686	459	422	-1.8147344524232	0.121251154706623	5.89388430908579	FBgn0011230	poe	0.319	Eukaryota	HK	7.587726429	non_TS_HK	1.47567489808178e-62	0.584977614197389
CG14478	255	326	287	294	-0.35437471737222	-0.0347654181606766	9.81035510051937	FBgn0028953	CG14478	0.36	Eukaryota	non_HKs	0	non_TS_non_HK	0.0149574311905528	0.981235053420446
CG1448	36	46	36	46	-0.3536369546147	-0.3536369546147	100	FBgn0265274	Inx3	0.441	Bilateria	non_HKs	0	non_TS_non_HK	0.50518257185011	0.680898249015366
CG14483	46	98	73	71	-1.0911478880582	0.0400774393753351	3.42161228599531	FBgn0034248	CG14483	0.381	Bilateria	non_HKs	0	non_TS_non_HK	0.000124209947033577	1
CG14489	335	206	272	269	0.701516758161916	0.0160004786937152	2.28084055121348	FBgn0015522	olf186-M	0.469	Pan-drosophilid	non_HKs	0	non_TS_non_HK	3.39704526766549e-07	1
CG1451	67	208	148	127	-1.63435052768332	0.220768678856784	10.6349037638213	FBgn0015589	Apc	0.276	Bilateria	non_HKs	0	non_TS_non_HK	1.28021548203391e-16	0.58781728466942
CG14513	46	55	39	62	-0.257797757467647	-0.668794091524627	61.9373978209146	FBgn0005596	yem	0.513	Bilateria	non_HKs	0	non_TS_non_HK	0.610725267055669	0.187061761458681
CG14514	61	43	48	56	0.504472582860788	-0.222392421336448	23.4280412619808	FBgn0039654	Brd8	0.459	Bilateria	non_HKs	0	non_TS_non_HK	0.211486404523713	0.818358992876104
CG14516	96	130	114	112	-0.437405312307298	0.0255350921071375	5.22750727292822	FBgn0039640	CG14516	0.664	Eukaryota	non_HKs	0	TS	0.081344517555285	1
CG14517	50	38	46	42	0.395928676331139	0.131244533278253	33.1485292993743	FBgn0039625	beta4GalNAcTB	0.302	Diptera	non_HKs	0	non_TS_non_HK	0.415718421847702	0.961833014127694
CG1453	123	223	169	177	-0.858385394581065	-0.0667261138008132	7.77344468138101	FBgn0030268	Klp10A	0.401	Diptera	non_HKs	0	non_TS_non_HK	8.25483776765234e-07	0.942847984100538
CG14536	143	251	208	186	-0.811672217172382	0.161280907033061	14.2193676605659	FBgn0031950	Herp	0.388	Bilateria	non_HKs	0	non_TS_non_HK	5.88687898305012e-07	0.656654144902868
CG1454	108	131	87	152	-0.278535499373982	-0.804984017594857	60.4599929730323	FBgn0005642	wdn	0.409	Diptera	non_HKs	0	non_TS_non_HK	0.300568489180151	0.000881372678293605
CG14543	36	28	35	29	0.362570079384708	0.271302021817394	74.8274712237153	FBgn0039404	CG14543	0.522	Eukaryota	non_HKs	0	non_TS_non_HK	0.566049108320848	0.844242173162386
CG1458	99	70	95	74	0.500073603134643	0.360402242701998	72.0698394082123	FBgn0062442	Cisd2	0.275	Eukaryota	non_HKs	0	non_TS_non_HK	0.0886675269384131	0.440374985724282
CG1461	110	61	104	67	0.850622375961773	0.63435052768332	74.5748696025165	FBgn0030558	CG1461	0.796	Diptera	non_HKs	0	TS	0.00123539225619196	0.0598797470320393
CG14613	84	77	73	88	0.125530882083859	-0.26960705975728	40.5579672068227	FBgn0031188	CG14613	0.52	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.782346182592325	0.636606603920723
CG14614	53	55	52	56	-0.0534392589614604	-0.106915203916512	66.6590423902547	FBgn0266848	wap	0.252	Eukaryota	non_HKs	0	non_TS_non_HK	0.982634093843506	0.972681312499237
CG14615	30	38	36	32	-0.341036917835067	0.169925001442312	24.956420261782	FBgn0031184	CG14615	0.556	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.581323356082343	0.945930210997494
CG14619	45	37	43	39	0.282399730700725	0.14086253583985	49.880548926277	FBgn0031187	Usp2	0.425	Eukaryota	non_HKs	0	non_TS_non_HK	0.622692597124437	0.958643663685451
